Year,Month,VALUE,Datetime_EOM,C2VSim_Date,Sensor,VALUE_ELEV_x,VALUE_ELEV_y
1961.0,1.0,15700.0,1961-01-31,01/31/1961_24:00,15,,203.87096774193546
1961.0,2.0,13900.0,1961-02-28,02/28/1961_24:00,15,,202.70967741935482
1961.0,3.0,15000.0,1961-03-31,03/31/1961_24:00,15,,203.4193548387097
1961.0,4.0,19700.0,1961-04-30,04/30/1961_24:00,15,,206.15
,,17520.0,1961-05-31,05/31/1961_24:00,15,,204.92571428571432
,,15340.0,1961-06-30,06/30/1961_24:00,15,,203.63870967741934
,,13160.0,1961-07-31,07/31/1961_24:00,15,,202.23225806451615
,,10980.0,1961-08-31,08/31/1961_24:00,15,,200.6
1961.0,9.0,8800.0,1961-09-30,09/30/1961_24:00,15,,198.72727272727275
1961.0,10.0,14800.0,1961-10-31,10/31/1961_24:00,15,,203.29032258064515
1961.0,11.0,17600.0,1961-11-30,11/30/1961_24:00,15,,204.9714285714286
1961.0,12.0,16700.0,1961-12-31,12/31/1961_24:00,15,,204.45714285714286
1962.0,1.0,16250.0,1962-01-31,01/31/1962_24:00,15,,204.2
1962.0,2.0,15800.0,1962-02-28,02/28/1962_24:00,15,,203.93548387096774
1962.0,3.0,19000.0,1962-03-31,03/31/1962_24:00,15,,205.7714285714286
1962.0,4.0,23600.0,1962-04-30,04/30/1962_24:00,15,,208.08695652173913
1962.0,5.0,25400.0,1962-05-31,05/31/1962_24:00,15,,208.8695652173913
1962.0,6.0,20100.0,1962-06-30,06/30/1962_24:00,15,,206.35000000000002
,,15870.0,1962-07-31,07/31/1962_24:00,15,,203.98064516129034
,,11640.0,1962-08-31,08/31/1962_24:00,15,,201.10769230769233
1962.0,9.0,7410.0,1962-09-30,09/30/1962_24:00,15,,197.34444444444446
1962.0,10.0,14100.0,1962-10-31,10/31/1962_24:00,15,,202.83870967741936
1962.0,11.0,17700.0,1962-11-30,11/30/1962_24:00,15,,205.02857142857144
1962.0,12.0,15600.0,1962-12-31,12/31/1962_24:00,15,,203.80645161290323
1963.0,1.0,14000.0,1963-01-31,01/31/1963_24:00,15,,202.7741935483871
1963.0,2.0,12960.0,1963-02-28,02/28/1963_24:00,15,,202.1032258064516
,,14688.0,1963-03-31,03/31/1963_24:00,15,,203.21806451612903
,,16416.0,1963-04-30,04/30/1963_24:00,15,,204.29485714285718
,,18144.0,1963-05-31,05/31/1963_24:00,15,,205.28228571428576
,,19872.0,1963-06-30,06/30/1963_24:00,15,,206.23600000000002
1963.0,7.0,21600.0,1963-07-31,07/31/1963_24:00,15,,207.10000000000002
1963.0,8.0,12700.0,1963-08-31,08/31/1963_24:00,15,,201.9230769230769
1963.0,9.0,14060.0,1963-09-30,09/30/1963_24:00,15,,202.81290322580645
1963.0,10.0,18600.0,1963-10-31,10/31/1963_24:00,15,,205.54285714285714
1963.0,11.0,19400.0,1963-11-30,11/30/1963_24:00,15,,206.0
1963.0,12.0,17300.0,1963-12-31,12/31/1963_24:00,15,,204.8
1964.0,1.0,12900.0,1964-01-31,01/31/1964_24:00,15,,202.06451612903228
1964.0,2.0,11300.0,1964-02-29,02/29/1964_24:00,15,,200.84615384615384
1964.0,3.0,18400.0,1964-03-31,03/31/1964_24:00,15,,205.42857142857144
1964.0,4.0,17200.0,1964-04-30,04/30/1964_24:00,15,,204.7428571428572
1964.0,5.0,21570.0,1964-05-31,05/31/1964_24:00,15,,207.085
1964.0,6.0,24100.0,1964-06-30,06/30/1964_24:00,15,,208.30434782608697
,,16550.0,1964-07-31,07/31/1964_24:00,15,,204.3714285714286
1964.0,8.0,9000.0,1964-08-31,08/31/1964_24:00,15,,198.90909090909088
1964.0,9.0,6700.0,1964-09-30,09/30/1964_24:00,15,,196.55555555555554
1964.0,10.0,19600.0,1964-10-31,10/31/1964_24:00,15,,206.10000000000002
1964.0,11.0,17400.0,1964-11-30,11/30/1964_24:00,15,,204.8571428571429
1964.0,12.0,16000.0,1964-12-31,12/31/1964_24:00,15,,204.05714285714288
1965.0,1.0,14500.0,1965-01-31,01/31/1965_24:00,15,,203.09677419354836
1965.0,2.0,13600.0,1965-02-28,02/28/1965_24:00,15,,202.51612903225805
1965.0,3.0,19700.0,1965-03-31,03/31/1965_24:00,15,,206.15
1965.0,4.0,22600.0,1965-04-30,04/30/1965_24:00,15,,207.60000000000002
1965.0,5.0,25700.0,1965-05-31,05/31/1965_24:00,15,,209.0
,,23600.0,1965-06-30,06/30/1965_24:00,15,,208.08695652173913
1965.0,7.0,21500.0,1965-07-31,07/31/1965_24:00,15,,207.05
1965.0,8.0,13400.0,1965-08-31,08/31/1965_24:00,15,,202.38709677419354
1965.0,9.0,10700.0,1965-09-30,09/30/1965_24:00,15,,200.3846153846154
1965.0,10.0,22500.0,1965-10-31,10/31/1965_24:00,15,,207.55
1965.0,11.0,20300.0,1965-11-30,11/30/1965_24:00,15,,206.45000000000002
1965.0,12.0,18360.0,1965-12-31,12/31/1965_24:00,15,,205.4057142857143
1966.0,1.0,16600.0,1966-01-31,01/31/1966_24:00,15,,204.40000000000003
1966.0,2.0,15100.0,1966-02-28,02/28/1966_24:00,15,,203.48387096774192
1966.0,3.0,18470.0,1966-03-31,03/31/1966_24:00,15,,205.46857142857144
,,22035.0,1966-04-30,04/30/1966_24:00,15,,207.3175
1966.0,5.0,25600.0,1966-05-31,05/31/1966_24:00,15,,208.95652173913044
1966.0,6.0,23700.0,1966-06-30,06/30/1966_24:00,15,,208.1304347826087
1966.0,7.0,16100.0,1966-07-31,07/31/1966_24:00,15,,204.11428571428573
1966.0,8.0,11000.0,1966-08-31,08/31/1966_24:00,15,,200.6153846153846
,,9300.0,1966-09-30,09/30/1966_24:00,15,,199.1818181818182
,,7600.0,1966-10-31,10/31/1966_24:00,15,,197.55555555555554
1966.0,11.0,5900.0,1966-11-30,11/30/1966_24:00,15,,195.66666666666669
1966.0,12.0,20000.0,1966-12-31,12/31/1966_24:00,15,,206.29999999999998
1967.0,1.0,18570.0,1967-01-31,01/31/1967_24:00,15,,205.5257142857143
1967.0,2.0,16500.0,1967-02-28,02/28/1967_24:00,15,,204.34285714285716
1967.0,3.0,18900.0,1967-03-31,03/31/1967_24:00,15,,205.71428571428572
1967.0,4.0,20900.0,1967-04-30,04/30/1967_24:00,15,,206.75
,,19520.0,1967-05-31,05/31/1967_24:00,15,,206.06
,,18140.0,1967-06-30,06/30/1967_24:00,15,,205.28000000000003
,,16760.0,1967-07-31,07/31/1967_24:00,15,,204.49142857142857
,,15380.0,1967-08-31,08/31/1967_24:00,15,,203.66451612903225
1967.0,9.0,14000.0,1967-09-30,09/30/1967_24:00,15,,202.7741935483871
,,14480.0,1967-10-31,10/31/1967_24:00,15,,203.08387096774194
,,14960.0,1967-11-30,11/30/1967_24:00,15,,203.39354838709679
1967.0,12.0,15440.0,1967-12-31,12/31/1967_24:00,15,,203.7032258064516
1968.0,1.0,13780.0,1968-01-31,01/31/1968_24:00,15,,202.63225806451612
1968.0,2.0,23430.0,1968-02-29,02/29/1968_24:00,15,,208.0130434782609
1968.0,3.0,24360.0,1968-03-31,03/31/1968_24:00,15,,208.41739130434783
1968.0,4.0,17800.0,1968-04-30,04/30/1968_24:00,15,,205.0857142857143
1968.0,5.0,21300.0,1968-05-31,05/31/1968_24:00,15,,206.95000000000002
1968.0,6.0,13730.0,1968-06-30,06/30/1968_24:00,15,,202.59999999999997
1968.0,7.0,13730.0,1968-07-31,07/31/1968_24:00,15,,202.59999999999997
1968.0,8.0,9150.0,1968-08-31,08/31/1968_24:00,15,,199.04545454545456
,,14000.0,1968-09-30,09/30/1968_24:00,15,,202.7741935483871
,,18850.0,1968-10-31,10/31/1968_24:00,15,,205.6857142857143
1968.0,11.0,23700.0,1968-11-30,11/30/1968_24:00,15,,208.1304347826087
1968.0,12.0,21100.0,1968-12-31,12/31/1968_24:00,15,,206.85000000000002
1969.0,1.0,21100.0,1969-01-31,01/31/1969_24:00,15,,206.85000000000002
1969.0,2.0,19820.0,1969-02-28,02/28/1969_24:00,15,,206.21
1969.0,3.0,15740.0,1969-03-31,03/31/1969_24:00,15,,203.8967741935484
1969.0,4.0,17600.0,1969-04-30,04/30/1969_24:00,15,,204.9714285714286
1969.0,5.0,24400.0,1969-05-31,05/31/1969_24:00,15,,208.43478260869568
1969.0,6.0,25000.0,1969-06-30,06/30/1969_24:00,15,,208.69565217391303
1969.0,7.0,23600.0,1969-07-31,07/31/1969_24:00,15,,208.08695652173913
1969.0,8.0,17690.0,1969-08-31,08/31/1969_24:00,15,,205.02285714285716
1969.0,9.0,20580.0,1969-09-30,09/30/1969_24:00,15,,206.58999999999997
1969.0,10.0,14270.0,1969-10-31,10/31/1969_24:00,15,,202.94838709677418
1969.0,11.0,12700.0,1969-11-30,11/30/1969_24:00,15,,201.9230769230769
1969.0,12.0,11450.0,1969-12-31,12/31/1969_24:00,15,,200.96153846153845
1970.0,1.0,9300.0,1970-01-31,01/31/1970_24:00,15,,199.1818181818182
1970.0,2.0,7360.0,1970-02-28,02/28/1970_24:00,15,,197.28888888888886
1970.0,3.0,24100.0,1970-03-31,03/31/1970_24:00,15,,208.30434782608697
1970.0,4.0,25400.0,1970-04-30,04/30/1970_24:00,15,,208.8695652173913
1970.0,5.0,23800.0,1970-05-31,05/31/1970_24:00,15,,208.17391304347825
,,19600.0,1970-06-30,06/30/1970_24:00,15,,206.10000000000002
1970.0,7.0,15400.0,1970-07-31,07/31/1970_24:00,15,,203.67741935483872
1970.0,8.0,14700.0,1970-08-31,08/31/1970_24:00,15,,203.2258064516129
1970.0,9.0,20600.0,1970-09-30,09/30/1970_24:00,15,,206.60000000000002
1970.0,10.0,18300.0,1970-10-31,10/31/1970_24:00,15,,205.3714285714286
1970.0,11.0,16900.0,1970-11-30,11/30/1970_24:00,15,,204.57142857142858
1970.0,12.0,15100.0,1970-12-31,12/31/1970_24:00,15,,203.48387096774192
1971.0,1.0,13400.0,1971-01-31,01/31/1971_24:00,15,,202.38709677419354
1971.0,2.0,11900.0,1971-02-28,02/28/1971_24:00,15,,201.3076923076923
1971.0,3.0,22100.0,1971-03-31,03/31/1971_24:00,15,,207.35000000000002
1971.0,4.0,17600.0,1971-04-30,04/30/1971_24:00,15,,204.9714285714286
1971.0,5.0,14400.0,1971-05-31,05/31/1971_24:00,15,,203.03225806451613
1971.0,6.0,12900.0,1971-06-30,06/30/1971_24:00,15,,202.06451612903228
1971.0,7.0,16100.0,1971-07-31,07/31/1971_24:00,15,,204.11428571428573
1971.0,8.0,11500.0,1971-08-31,08/31/1971_24:00,15,,201.0
1971.0,9.0,8200.0,1971-09-30,09/30/1971_24:00,15,,198.1818181818182
1971.0,10.0,9420.0,1971-10-31,10/31/1971_24:00,15,,199.2909090909091
1971.0,11.0,19600.0,1971-11-30,11/30/1971_24:00,15,,206.10000000000002
1971.0,12.0,23300.0,1971-12-31,12/31/1971_24:00,15,,207.95
1972.0,1.0,20600.0,1972-01-31,01/31/1972_24:00,15,,206.60000000000002
1972.0,2.0,18300.0,1972-02-29,02/29/1972_24:00,15,,205.3714285714286
1972.0,3.0,16200.0,1972-03-31,03/31/1972_24:00,15,,204.17142857142858
1972.0,4.0,17600.0,1972-04-30,04/30/1972_24:00,15,,204.9714285714286
1972.0,5.0,11700.0,1972-05-31,05/31/1972_24:00,15,,201.15384615384613
1972.0,6.0,11400.0,1972-06-30,06/30/1972_24:00,15,,200.92307692307693
1972.0,7.0,11800.0,1972-07-31,07/31/1972_24:00,15,,201.23076923076925
1972.0,8.0,9000.0,1972-08-31,08/31/1972_24:00,15,,198.90909090909088
,,13100.0,1972-09-30,09/30/1972_24:00,15,,202.19354838709677
1972.0,10.0,17200.0,1972-10-31,10/31/1972_24:00,15,,204.7428571428572
1972.0,11.0,20500.0,1972-11-30,11/30/1972_24:00,15,,206.55
1972.0,12.0,19100.0,1972-12-31,12/31/1972_24:00,15,,205.82857142857145
1973.0,1.0,16200.0,1973-01-31,01/31/1973_24:00,15,,204.17142857142858
1973.0,2.0,15800.0,1973-02-28,02/28/1973_24:00,15,,203.93548387096774
1973.0,3.0,17400.0,1973-03-31,03/31/1973_24:00,15,,204.8571428571429
1973.0,4.0,13500.0,1973-04-30,04/30/1973_24:00,15,,202.4516129032258
1973.0,5.0,18450.0,1973-05-31,05/31/1973_24:00,15,,205.45714285714286
1973.0,6.0,21000.0,1973-06-30,06/30/1973_24:00,15,,206.8
1973.0,7.0,18100.0,1973-07-31,07/31/1973_24:00,15,,205.25714285714287
1973.0,8.0,20000.0,1973-08-31,08/31/1973_24:00,15,,206.29999999999998
1973.0,9.0,11000.0,1973-09-30,09/30/1973_24:00,15,,200.6153846153846
1973.0,10.0,12200.0,1973-10-31,10/31/1973_24:00,15,,201.53846153846155
1973.0,11.0,20300.0,1973-11-30,11/30/1973_24:00,15,,206.45000000000002
1973.0,12.0,15000.0,1973-12-31,12/31/1973_24:00,15,,203.4193548387097
1974.0,1.0,13700.0,1974-01-31,01/31/1974_24:00,15,,202.58064516129033
1974.0,2.0,21200.0,1974-02-28,02/28/1974_24:00,15,,206.90000000000003
1974.0,3.0,15700.0,1974-03-31,03/31/1974_24:00,15,,203.87096774193546
1974.0,4.0,17700.0,1974-04-30,04/30/1974_24:00,15,,205.02857142857144
1974.0,5.0,19900.0,1974-05-31,05/31/1974_24:00,15,,206.25
1974.0,6.0,19360.0,1974-06-30,06/30/1974_24:00,15,,205.97714285714287
1974.0,7.0,16100.0,1974-07-31,07/31/1974_24:00,15,,204.11428571428573
1974.0,8.0,12500.0,1974-08-31,08/31/1974_24:00,15,,201.76923076923075
1974.0,9.0,12900.0,1974-09-30,09/30/1974_24:00,15,,202.06451612903228
1974.0,10.0,12100.0,1974-10-31,10/31/1974_24:00,15,,201.46153846153845
1974.0,11.0,16100.0,1974-11-30,11/30/1974_24:00,15,,204.11428571428573
1974.0,12.0,19000.0,1974-12-31,12/31/1974_24:00,15,,205.7714285714286
1975.0,1.0,17180.0,1975-01-31,01/31/1975_24:00,15,,204.73142857142858
1975.0,2.0,18970.0,1975-02-28,02/28/1975_24:00,15,,205.75428571428574
1975.0,3.0,19700.0,1975-03-31,03/31/1975_24:00,15,,206.15
1975.0,4.0,12940.0,1975-04-30,04/30/1975_24:00,15,,202.09032258064516
1975.0,5.0,17850.0,1975-05-31,05/31/1975_24:00,15,,205.11428571428573
1975.0,6.0,17780.0,1975-06-30,06/30/1975_24:00,15,,205.07428571428574
1975.0,7.0,17850.0,1975-07-31,07/31/1975_24:00,15,,205.11428571428573
1975.0,8.0,19900.0,1975-08-31,08/31/1975_24:00,15,,206.25
1975.0,9.0,20700.0,1975-09-30,09/30/1975_24:00,15,,206.65000000000003
1975.0,10.0,17700.0,1975-10-31,10/31/1975_24:00,15,,205.02857142857144
1975.0,11.0,13000.0,1975-11-30,11/30/1975_24:00,15,,202.1290322580645
1975.0,12.0,21200.0,1975-12-31,12/31/1975_24:00,15,,206.90000000000003
1976.0,1.0,19600.0,1976-01-31,01/31/1976_24:00,15,,206.10000000000002
1976.0,2.0,19500.0,1976-02-29,02/29/1976_24:00,15,,206.04999999999998
1976.0,3.0,15970.0,1976-03-31,03/31/1976_24:00,15,,204.04000000000002
1976.0,4.0,22800.0,1976-04-30,04/30/1976_24:00,15,,207.7
1976.0,5.0,14890.0,1976-05-31,05/31/1976_24:00,15,,203.3483870967742
1976.0,6.0,16070.0,1976-06-30,06/30/1976_24:00,15,,204.09714285714287
1976.0,7.0,17500.0,1976-07-31,07/31/1976_24:00,15,,204.91428571428574
1976.0,8.0,12950.0,1976-08-31,08/31/1976_24:00,15,,202.0967741935484
,,12283.333333333334,1976-09-30,09/30/1976_24:00,15,,201.60256410256412
,,11616.666666666666,1976-10-31,10/31/1976_24:00,15,,201.0897435897436
1976.0,11.0,10950.0,1976-11-30,11/30/1976_24:00,15,,200.5769230769231
1976.0,12.0,22980.0,1976-12-31,12/31/1976_24:00,15,,207.79
1977.0,1.0,24490.0,1977-01-31,01/31/1977_24:00,15,,208.4739130434783
1977.0,2.0,22180.0,1977-02-28,02/28/1977_24:00,15,,207.39
1977.0,3.0,15340.0,1977-03-31,03/31/1977_24:00,15,,203.63870967741934
1977.0,4.0,24380.0,1977-04-30,04/30/1977_24:00,15,,208.42608695652171
1977.0,5.0,15100.0,1977-05-31,05/31/1977_24:00,15,,203.48387096774192
1977.0,6.0,17460.0,1977-06-30,06/30/1977_24:00,15,,204.8914285714286
1977.0,7.0,12500.0,1977-07-31,07/31/1977_24:00,15,,201.76923076923075
1977.0,8.0,5270.0,1977-08-31,08/31/1977_24:00,15,,194.96666666666667
,,6925.0,1977-09-30,09/30/1977_24:00,15,,196.80555555555554
1977.0,10.0,8580.0,1977-10-31,10/31/1977_24:00,15,,198.5272727272727
1977.0,11.0,8630.0,1977-11-30,11/30/1977_24:00,15,,198.5727272727273
1977.0,12.0,15320.0,1977-12-31,12/31/1977_24:00,15,,203.6258064516129
1978.0,1.0,17090.0,1978-01-31,01/31/1978_24:00,15,,204.68
1978.0,2.0,21800.0,1978-02-28,02/28/1978_24:00,15,,207.2
1978.0,3.0,21400.0,1978-03-31,03/31/1978_24:00,15,,207.0
1978.0,4.0,23610.0,1978-04-30,04/30/1978_24:00,15,,208.09130434782608
1978.0,5.0,22930.0,1978-05-31,05/31/1978_24:00,15,,207.76500000000001
1978.0,6.0,17450.0,1978-06-30,06/30/1978_24:00,15,,204.8857142857143
1978.0,7.0,16580.0,1978-07-31,07/31/1978_24:00,15,,204.38857142857148
1978.0,8.0,17740.0,1978-08-31,08/31/1978_24:00,15,,205.05142857142857
1978.0,9.0,10880.0,1978-09-30,09/30/1978_24:00,15,,200.52307692307693
1978.0,10.0,18050.0,1978-10-31,10/31/1978_24:00,15,,205.22857142857143
1978.0,11.0,19350.0,1978-11-30,11/30/1978_24:00,15,,205.9714285714286
1978.0,12.0,21800.0,1978-12-31,12/31/1978_24:00,15,,207.2
1979.0,1.0,19300.0,1979-01-31,01/31/1979_24:00,15,,205.94285714285715
1979.0,2.0,18680.0,1979-02-28,02/28/1979_24:00,15,,205.58857142857144
1979.0,3.0,20900.0,1979-03-31,03/31/1979_24:00,15,,206.75
1979.0,4.0,21160.0,1979-04-30,04/30/1979_24:00,15,,206.88
1979.0,5.0,17090.0,1979-05-31,05/31/1979_24:00,15,,204.68
1979.0,6.0,18120.0,1979-06-30,06/30/1979_24:00,15,,205.26857142857145
1979.0,7.0,24710.0,1979-07-31,07/31/1979_24:00,15,,208.5695652173913
1979.0,8.0,20440.0,1979-08-31,08/31/1979_24:00,15,,206.51999999999998
1979.0,9.0,16070.0,1979-09-30,09/30/1979_24:00,15,,204.09714285714287
1979.0,10.0,17090.0,1979-10-31,10/31/1979_24:00,15,,204.68
1979.0,11.0,23000.0,1979-11-30,11/30/1979_24:00,15,,207.8
1979.0,12.0,22950.0,1979-12-31,12/31/1979_24:00,15,,207.77500000000003
1980.0,1.0,23500.0,1980-01-31,01/31/1980_24:00,15,,208.04347826086956
1980.0,2.0,22200.0,1980-02-29,02/29/1980_24:00,15,,207.40000000000003
1980.0,3.0,19660.0,1980-03-31,03/31/1980_24:00,15,,206.13000000000002
1980.0,4.0,18360.0,1980-04-30,04/30/1980_24:00,15,,205.4057142857143
1980.0,5.0,18550.0,1980-05-31,05/31/1980_24:00,15,,205.51428571428573
1980.0,6.0,18770.0,1980-06-30,06/30/1980_24:00,15,,205.64000000000001
1980.0,7.0,14650.0,1980-07-31,07/31/1980_24:00,15,,203.19354838709677
1980.0,8.0,15800.0,1980-08-31,08/31/1980_24:00,15,,203.93548387096774
1980.0,9.0,21610.0,1980-09-30,09/30/1980_24:00,15,,207.10500000000002
1980.0,10.0,14500.0,1980-10-31,10/31/1980_24:00,15,,203.09677419354836
1980.0,11.0,12400.0,1980-11-30,11/30/1980_24:00,15,,201.6923076923077
1980.0,12.0,22700.0,1980-12-31,12/31/1980_24:00,15,,207.65000000000003
1981.0,1.0,23810.0,1981-01-31,01/31/1981_24:00,15,,208.1782608695652
1981.0,2.0,21300.0,1981-02-28,02/28/1981_24:00,15,,206.95000000000002
1981.0,3.0,23080.0,1981-03-31,03/31/1981_24:00,15,,207.84
1981.0,4.0,25520.0,1981-04-30,04/30/1981_24:00,15,,208.9217391304348
1981.0,5.0,15820.0,1981-05-31,05/31/1981_24:00,15,,203.9483870967742
1981.0,6.0,17230.0,1981-06-30,06/30/1981_24:00,15,,204.76
1981.0,7.0,18320.0,1981-07-31,07/31/1981_24:00,15,,205.38285714285715
1981.0,8.0,15390.0,1981-08-31,08/31/1981_24:00,15,,203.6709677419355
1981.0,9.0,11000.0,1981-09-30,09/30/1981_24:00,15,,200.6153846153846
1981.0,10.0,9430.0,1981-10-31,10/31/1981_24:00,15,,199.3
1981.0,11.0,15130.0,1981-11-30,11/30/1981_24:00,15,,203.5032258064516
1981.0,12.0,21200.0,1981-12-31,12/31/1981_24:00,15,,206.90000000000003
1982.0,1.0,19130.0,1982-01-31,01/31/1982_24:00,15,,205.8457142857143
1982.0,2.0,17940.0,1982-02-28,02/28/1982_24:00,15,,205.16571428571427
1982.0,3.0,23500.0,1982-03-31,03/31/1982_24:00,15,,208.04347826086956
1982.0,4.0,22580.0,1982-04-30,04/30/1982_24:00,15,,207.59000000000003
1982.0,5.0,24270.0,1982-05-31,05/31/1982_24:00,15,,208.37826086956522
1982.0,6.0,26090.0,1982-06-30,06/30/1982_24:00,15,,209.16956521739132
,,24960.0,1982-07-31,07/31/1982_24:00,15,,208.67826086956524
1982.0,8.0,23830.0,1982-08-31,08/31/1982_24:00,15,,208.18695652173912
1982.0,9.0,20480.0,1982-09-30,09/30/1982_24:00,15,,206.54
1982.0,10.0,11000.0,1982-10-31,10/31/1982_24:00,15,,200.6153846153846
1982.0,11.0,17360.0,1982-11-30,11/30/1982_24:00,15,,204.83428571428573
1982.0,12.0,22620.0,1982-12-31,12/31/1982_24:00,15,,207.61
1983.0,1.0,22500.0,1983-01-31,01/31/1983_24:00,15,,207.55
1983.0,2.0,21990.0,1983-02-28,02/28/1983_24:00,15,,207.29500000000002
1983.0,3.0,21240.0,1983-03-31,03/31/1983_24:00,15,,206.92000000000002
1983.0,4.0,20440.0,1983-04-30,04/30/1983_24:00,15,,206.51999999999998
1983.0,5.0,19400.0,1983-05-31,05/31/1983_24:00,15,,206.0
1983.0,6.0,21970.0,1983-06-30,06/30/1983_24:00,15,,207.28499999999997
1983.0,7.0,19220.0,1983-07-31,07/31/1983_24:00,15,,205.89714285714285
1983.0,8.0,21460.0,1983-08-31,08/31/1983_24:00,15,,207.03
1983.0,9.0,25410.0,1983-09-30,09/30/1983_24:00,15,,208.87391304347827
,,21505.0,1983-10-31,10/31/1983_24:00,15,,207.0525
1983.0,11.0,17600.0,1983-11-30,11/30/1983_24:00,15,,204.9714285714286
1983.0,12.0,20620.0,1983-12-31,12/31/1983_24:00,15,,206.61
